,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,max_depth,min_samples_split,n_estimators
28,AB,0.2,0.5483333333333332,1.0,0.219652503337026,,,,,,,300
25,AB,0.3333333333333333,0.5816666666666667,1.0,0.18950960104672504,,,,,,,150
34,RF,0.5,0.6,0.8,0.0966091783079296,,True,,,5,2,
35,RF,0.25,0.53,0.8,0.17587874611030557,,True,,,5,3,
33,RF,0.25,0.525,0.8,0.19354155453889826,,True,,,9,10,
32,RF,0.25,0.49666666666666676,0.8,0.17838784213679537,,True,,,9,7,
76,RF,0.25,0.4916666666666667,0.8,0.21450848209077628,,False,,,,5,
48,RF,0.25,0.5216666666666667,0.8,0.1939430042277599,,True,,,2,10,
50,RF,0.25,0.525,0.8,0.19354155453889826,,True,,,,3,
41,RF,0.25,0.5700000000000001,0.8,0.1869046102516825,,True,,,3,5,
55,RF,0.25,0.5166666666666667,0.8,0.22815686611530137,,False,,,9,3,
43,RF,0.25,0.55,0.8,0.19321835661585918,,True,,,3,10,
49,RF,0.25,0.55,0.8,0.17126976771553504,,True,,,,2,
45,RF,0.25,0.53,0.8,0.17587874611030557,,True,,,2,3,
62,RF,0.25,0.5416666666666667,0.8,0.2105878016937881,,False,,,5,7,
51,RF,0.25,0.53,0.8,0.17587874611030557,,True,,,,5,
31,RF,0.25,0.56,0.75,0.14224392195567911,,True,,,9,5,
27,AB,0.2,0.5566666666666666,0.75,0.16918103387266029,,,,,,,250
12,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,linear,,,
13,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,
14,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,linear,,,
8,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.5,linear,,,
10,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.1,linear,,,
30,RF,0.25,0.53,0.6666666666666666,0.15143755588800728,,True,,,9,3,
6,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,1,linear,,,
5,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,
4,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.1,linear,,,
3,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,
2,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.5,linear,,,
15,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,
22,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,linear,,,
16,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,linear,,,
17,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,
18,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,linear,,,
19,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,
20,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,linear,,,
21,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,
23,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,
42,RF,0.25,0.51,0.6666666666666666,0.1540562667772179,,True,,,3,7,
40,RF,0.25,0.48500000000000004,0.6666666666666666,0.17279564037710365,,True,,,3,3,
1,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,
38,RF,0.25,0.45166666666666666,0.6666666666666666,0.16657497477779254,,True,,,5,10,
29,RF,0.25,0.48500000000000004,0.6666666666666666,0.17279564037710365,,True,,,9,2,
0,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,1,linear,,,
11,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,
9,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,
7,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,
