,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,max_depth,min_samples_split,n_estimators
58,RF,0.0,0.45666666666666667,1.0,0.2682453271830761,,False,,,9,10,
27,AB,0.25,0.6533333333333334,1.0,0.19632739096836296,,,,,,,250
57,RF,0.0,0.47000000000000003,1.0,0.3211783858785575,,False,,,9,7,
24,AB,0.4,0.5933333333333334,1.0,0.1576212055671585,,,,,,,100
59,RF,0.0,0.4933333333333333,1.0,0.2889828906892432,,False,,,5,2,
60,RF,0.0,0.45666666666666667,1.0,0.2682453271830761,,False,,,5,3,
61,RF,0.0,0.48166666666666663,1.0,0.2593206937793862,,False,,,5,5,
25,AB,0.4,0.6683333333333333,1.0,0.19096974745871256,,,,,,,150
63,RF,0.0,0.4366666666666667,1.0,0.278966346038769,,False,,,5,10,
26,AB,0.25,0.5349999999999999,1.0,0.1964193360022265,,,,,,,200
28,AB,0.25,0.5349999999999999,1.0,0.1964193360022265,,,,,,,300
67,RF,0.0,0.485,1.0,0.25412704609221654,,False,,,3,7,
68,RF,0.0,0.4616666666666666,1.0,0.292503561231882,,False,,,3,10,
69,RF,0.0,0.49000000000000005,1.0,0.2948822740612863,,False,,,2,2,
29,RF,0.25,0.56,1.0,0.21268129521265694,,True,,,9,2,
30,RF,0.25,0.51,1.0,0.21437246921084702,,True,,,9,3,
74,RF,0.0,0.465,1.0,0.2521518501926083,,False,,,,2,
32,RF,0.25,0.5266666666666666,1.0,0.21936777845030528,,True,,,9,7,
77,RF,0.0,0.49000000000000005,1.0,0.2715388247255507,,False,,,,7,
51,RF,0.0,0.5266666666666666,1.0,0.24621580416825847,,True,,,,5,
52,RF,0.0,0.5033333333333334,0.8,0.24908722256359206,,True,,,,7,
41,RF,0.0,0.4716666666666667,0.8,0.24956072518638733,,True,,,3,5,
70,RF,0.0,0.3933333333333333,0.8,0.27509594285953726,,False,,,2,3,
53,RF,0.25,0.48166666666666663,0.75,0.1724738305431355,,True,,,,10,
56,RF,0.0,0.4766666666666667,0.75,0.2197473296513268,,False,,,9,5,
40,RF,0.3333333333333333,0.5316666666666666,0.75,0.12876550607812465,,True,,,3,3,
62,RF,0.0,0.44499999999999995,0.75,0.24506801776921713,,False,,,5,7,
64,RF,0.0,0.43166666666666664,0.75,0.22453037408976295,,False,,,3,2,
65,RF,0.0,0.3983333333333333,0.75,0.2587845521750563,,False,,,3,3,
66,RF,0.0,0.4116666666666666,0.75,0.21744092428877218,,False,,,3,5,
71,RF,0.0,0.43666666666666665,0.75,0.22983085567917597,,False,,,2,5,
50,RF,0.25,0.5349999999999999,0.75,0.16987740677716187,,True,,,,3,
75,RF,0.25,0.5016666666666667,0.75,0.1734374687187159,,False,,,,3,
49,RF,0.25,0.515,0.75,0.17279564037710365,,True,,,,2,
47,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,,,2,7,
46,RF,0.25,0.5016666666666666,0.75,0.1734374687187159,,True,,,2,5,
39,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,,,3,2,
78,RF,0.2,0.4416666666666667,0.75,0.1862271611649481,,False,,,,10,
31,RF,0.0,0.53,0.75,0.21893682498230702,,True,,,9,5,
37,RF,0.25,0.5216666666666667,0.75,0.17208686437055237,,True,,,5,7,
34,RF,0.25,0.5016666666666666,0.75,0.1734374687187159,,True,,,5,2,
33,RF,0.25,0.5016666666666666,0.75,0.1734374687187159,,True,,,9,10,
38,RF,0.25,0.4766666666666667,0.6666666666666666,0.15260697523012795,,True,,,5,10,
15,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,
14,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,linear,,,
13,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,
12,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,linear,,,
10,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.1,linear,,,
8,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.5,linear,,,
6,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,1,linear,,,
5,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,
17,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,
72,RF,0.0,0.43166666666666664,0.6666666666666666,0.21427526429545918,,False,,,2,7,
73,RF,0.0,0.4066666666666666,0.6666666666666666,0.20030532250098151,,False,,,2,10,
4,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.1,linear,,,
3,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,
76,RF,0.25,0.445,0.6666666666666666,0.1644941741622886,,False,,,,5,
2,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.5,linear,,,
16,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,linear,,,
18,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,linear,,,
1,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,
23,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,
36,RF,0.0,0.41833333333333333,0.6666666666666666,0.24111431129468675,,True,,,5,5,
42,RF,0.25,0.535,0.6666666666666666,0.12789970028633113,,True,,,3,7,
43,RF,0.0,0.42333333333333334,0.6666666666666666,0.20044395171163876,,True,,,3,10,
44,RF,0.25,0.4716666666666667,0.6666666666666666,0.17111562043120304,,True,,,2,2,
45,RF,0.25,0.4766666666666667,0.6666666666666666,0.15260697523012795,,True,,,2,3,
35,RF,0.0,0.45166666666666666,0.6666666666666666,0.20061710351368905,,True,,,5,3,
48,RF,0.0,0.45166666666666666,0.6666666666666666,0.20061710351368905,,True,,,2,10,
0,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,1,linear,,,
19,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,
22,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,linear,,,
21,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,
54,RF,0.0,0.48500000000000004,0.6666666666666666,0.20581140234042752,,False,,,9,2,
55,RF,0.0,0.43166666666666664,0.6666666666666666,0.21427526429545918,,False,,,9,3,
20,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,linear,,,
9,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,
11,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,
7,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,
