,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,max_depth,min_samples_split,n_estimators
25,AB,0.0,0.4033333333333333,1.0,0.2897125011685435,,,,,,,150
53,RF,0.25,0.5066666666666667,1.0,0.2208820700937242,,True,,,,10,
26,AB,0.0,0.4616666666666667,1.0,0.2702930508417361,,,,,,,200
27,AB,0.0,0.41166666666666674,1.0,0.28146935890075137,,,,,,,250
28,AB,0.0,0.41166666666666674,1.0,0.28146935890075137,,,,,,,300
48,RF,0.0,0.46833333333333327,1.0,0.2873683273354173,,True,,,2,10,
24,AB,0.0,0.4366666666666667,1.0,0.29877527787062075,,,,,,,100
74,RF,0.0,0.42833333333333334,0.75,0.21318354116165306,,False,,,,2,
60,RF,0.0,0.42833333333333334,0.75,0.21318354116165306,,False,,,5,3,
72,RF,0.0,0.4083333333333333,0.75,0.20537905335149337,,False,,,2,7,
71,RF,0.0,0.42833333333333334,0.75,0.19351284769291732,,False,,,2,5,
54,RF,0.2,0.4616666666666667,0.75,0.1913475604466618,,False,,,9,2,
66,RF,0.0,0.4166666666666667,0.75,0.22335820757001273,,False,,,3,5,
65,RF,0.2,0.4416666666666667,0.75,0.2065927287093027,,False,,,3,3,
55,RF,0.0,0.41166666666666674,0.6666666666666666,0.20683460918220517,,False,,,9,3,
0,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,1,linear,,,
52,RF,0.25,0.515,0.6666666666666666,0.1317510278264778,,True,,,,7,
50,RF,0.25,0.535,0.6666666666666666,0.12789970028633113,,True,,,,3,
49,RF,0.0,0.39499999999999996,0.6666666666666666,0.1917825736493166,,True,,,,2,
47,RF,0.3333333333333333,0.5066666666666666,0.6666666666666666,0.10624918300339484,,True,,,2,7,
46,RF,0.2,0.515,0.6666666666666666,0.15924300089276555,,True,,,2,5,
45,RF,0.25,0.4616666666666667,0.6666666666666666,0.12694049349553074,,True,,,2,3,
44,RF,0.2,0.45666666666666667,0.6666666666666666,0.17307673314329558,,True,,,2,2,
51,RF,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,,True,,,,5,
58,RF,0.0,0.45666666666666667,0.6666666666666666,0.1856220772310114,,False,,,9,10,
56,RF,0.0,0.45166666666666666,0.6666666666666666,0.20061710351368905,,False,,,9,5,
68,RF,0.0,0.37833333333333335,0.6666666666666666,0.16667499979167708,,False,,,3,10,
77,RF,0.0,0.4033333333333333,0.6666666666666666,0.16428295373802143,,False,,,,7,
76,RF,0.0,0.4366666666666667,0.6666666666666666,0.20080393975772043,,False,,,,5,
75,RF,0.0,0.3783333333333333,0.6666666666666666,0.18915748876413946,,False,,,,3,
73,RF,0.0,0.38333333333333336,0.6666666666666666,0.1752775576684654,,False,,,2,10,
70,RF,0.0,0.33333333333333337,0.6666666666666666,0.17045690234060795,,False,,,2,3,
69,RF,0.0,0.35833333333333334,0.6666666666666666,0.17468225121313524,,False,,,2,2,
67,RF,0.0,0.35833333333333334,0.6666666666666666,0.17468225121313524,,False,,,3,7,
57,RF,0.0,0.33333333333333337,0.6666666666666666,0.17045690234060795,,False,,,9,7,
64,RF,0.2,0.38333333333333336,0.6666666666666666,0.13498971154211056,,False,,,3,2,
63,RF,0.0,0.37833333333333335,0.6666666666666666,0.1891574887641395,,False,,,5,10,
62,RF,0.0,0.35833333333333334,0.6666666666666666,0.17468225121313524,,False,,,5,7,
61,RF,0.0,0.38666666666666666,0.6666666666666666,0.20973528288985827,,False,,,5,5,
59,RF,0.0,0.43166666666666664,0.6666666666666666,0.21427526429545918,,False,,,5,2,
42,RF,0.2,0.4366666666666667,0.6666666666666666,0.1667999467092907,,True,,,3,7,
43,RF,0.2,0.4166666666666667,0.6666666666666666,0.1577621275493231,,True,,,3,10,
39,RF,0.25,0.4766666666666667,0.6666666666666666,0.15260697523012795,,True,,,3,2,
41,RF,0.25,0.43166666666666664,0.6666666666666666,0.15941734186997625,,True,,,3,5,
19,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,
2,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.5,linear,,,
3,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,
4,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.1,linear,,,
5,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,
6,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,1,linear,,,
8,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.5,linear,,,
10,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.1,linear,,,
12,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,linear,,,
13,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,
14,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,linear,,,
15,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,
16,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,linear,,,
17,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,
40,RF,0.0,0.4033333333333333,0.6666666666666666,0.2114500203620494,,True,,,3,3,
18,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,linear,,,
20,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,linear,,,
21,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,
1,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,
38,RF,0.2,0.45666666666666667,0.6666666666666666,0.17307673314329558,,True,,,5,10,
37,RF,0.0,0.41166666666666674,0.6666666666666666,0.20683460918220517,,True,,,5,7,
36,RF,0.4,0.54,0.6666666666666666,0.09865765724632493,,True,,,5,5,
35,RF,0.0,0.3966666666666666,0.6666666666666666,0.2124983660067897,,True,,,5,3,
34,RF,0.0,0.46499999999999997,0.6666666666666666,0.22216735433752036,,True,,,5,2,
33,RF,0.0,0.33999999999999997,0.6666666666666666,0.25146238950056393,,True,,,9,10,
32,RF,0.4,0.56,0.6666666666666666,0.08793937305515279,,True,,,9,7,
31,RF,0.2,0.47000000000000003,0.6666666666666666,0.17587874611030557,,True,,,9,5,
30,RF,0.2,0.54,0.6666666666666666,0.13316656236958785,,True,,,9,3,
29,RF,0.25,0.51,0.6666666666666666,0.1540562667772179,,True,,,9,2,
23,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,
22,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,linear,,,
11,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,
9,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,
7,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,
78,RF,0.0,0.325,0.5,0.14127396551853896,,False,,,,10,
