,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,max_depth,min_samples_split,n_estimators
66,RF,0.2,0.4416666666666666,1.0,0.22891653015406677,,False,,,3,5,
46,RF,0.2,0.4699999999999999,1.0,0.2305548862105411,,True,,,2,5,
76,RF,0.25,0.48666666666666664,1.0,0.21419098435223127,,False,,,,5,
33,RF,0.25,0.5733333333333334,1.0,0.20168732676541123,,True,,,9,10,
32,RF,0.25,0.5683333333333334,1.0,0.18744628860319187,,True,,,9,7,
36,RF,0.3333333333333333,0.5133333333333333,0.8,0.1384035966135113,,True,,,5,5,
43,RF,0.4,0.6050000000000001,0.8,0.12065791865158844,,True,,,3,10,
70,RF,0.2,0.40499999999999997,0.75,0.15671098663888675,,False,,,2,3,
71,RF,0.0,0.3866666666666667,0.75,0.20300519971446818,,False,,,2,5,
41,RF,0.3333333333333333,0.5516666666666666,0.75,0.12212243401148246,,True,,,3,5,
77,RF,0.0,0.425,0.75,0.20537905335149334,,False,,,,7,
48,RF,0.0,0.465,0.75,0.1964193360022265,,True,,,2,10,
49,RF,0.25,0.56,0.75,0.14224392195567911,,True,,,,2,
26,AB,0.25,0.42833333333333334,0.75,0.15794689684264843,,,,,,,200
27,AB,0.25,0.4733333333333333,0.75,0.18873850222522753,,,,,,,250
58,RF,0.2,0.4,0.75,0.17272328544042156,,False,,,9,10,
55,RF,0.2,0.47833333333333333,0.75,0.15847362206023086,,False,,,9,3,
42,RF,0.0,0.5183333333333333,0.75,0.1986691834292486,,True,,,3,7,
63,RF,0.2,0.4499999999999999,0.75,0.17126976771553507,,False,,,5,10,
64,RF,0.0,0.4,0.75,0.23781411975649294,,False,,,3,2,
40,RF,0.3333333333333333,0.47333333333333333,0.6666666666666666,0.10306416555826871,,True,,,3,3,
38,RF,0.0,0.42000000000000004,0.6666666666666666,0.18749814813900312,,True,,,5,10,
37,RF,0.0,0.42000000000000004,0.6666666666666666,0.18749814813900312,,True,,,5,7,
1,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,
0,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,1,linear,,,
45,RF,0.0,0.37,0.6666666666666666,0.19275776393067945,,True,,,2,3,
50,RF,0.3333333333333333,0.4533333333333333,0.6666666666666666,0.09568466729604881,,True,,,,3,
35,RF,0.2,0.495,0.6666666666666666,0.15986973864159948,,True,,,5,3,
52,RF,0.2,0.4616666666666666,0.6666666666666666,0.1552864736185637,,True,,,,7,
54,RF,0.0,0.4133333333333334,0.6666666666666666,0.16679994670929074,,False,,,9,2,
56,RF,0.25,0.44833333333333336,0.6666666666666666,0.12212243401148246,,False,,,9,5,
61,RF,0.2,0.42833333333333334,0.6666666666666666,0.14299378385867764,,False,,,5,5,
74,RF,0.2,0.4533333333333333,0.6666666666666666,0.13097921802925666,,False,,,,2,
75,RF,0.2,0.42833333333333334,0.6666666666666666,0.14299378385867764,,False,,,,3,
51,RF,0.2,0.4083333333333333,0.6666666666666666,0.13107461827354505,,True,,,,5,
39,RF,0.0,0.4,0.6666666666666666,0.1776388345929897,,True,,,3,2,
34,RF,0.0,0.4600000000000001,0.6666666666666666,0.17876116903722564,,True,,,5,2,
17,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,
2,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.5,linear,,,
3,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,
4,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.1,linear,,,
5,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,
6,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,1,linear,,,
8,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.5,linear,,,
10,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.1,linear,,,
12,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,linear,,,
13,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,
14,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,linear,,,
15,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,
16,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,linear,,,
78,RF,0.2,0.43666666666666665,0.6666666666666666,0.16679994670929071,,False,,,,10,
18,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,linear,,,
22,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,linear,,,
23,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,
19,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,
29,RF,0.2,0.4133333333333334,0.6666666666666666,0.14079141387961916,,True,,,9,2,
28,AB,0.0,0.37,0.6666666666666666,0.17074997966487596,,,,,,,300
21,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,
30,RF,0.25,0.5016666666666667,0.6666666666666666,0.13259168735465868,,True,,,9,3,
20,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,linear,,,
24,AB,0.0,0.37,0.6666666666666666,0.17074997966487596,,,,,,,100
31,RF,0.25,0.43499999999999994,0.6,0.11557825631723873,,True,,,9,5,
25,AB,0.25,0.39,0.6,0.1083205120618128,,,,,,,150
44,RF,0.0,0.3733333333333334,0.6,0.19933221850301402,,True,,,2,2,
53,RF,0.25,0.43499999999999994,0.6,0.11557825631723873,,True,,,,10,
67,RF,0.2,0.35,0.6,0.13165611772087665,,False,,,3,7,
68,RF,0.0,0.3366666666666667,0.6,0.1654623152798781,,False,,,3,10,
7,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,
73,RF,0.0,0.3416666666666667,0.5,0.15078498304244728,,False,,,2,10,
72,RF,0.0,0.31666666666666665,0.5,0.1429840705968481,,False,,,2,7,
65,RF,0.2,0.375,0.5,0.09979144919948471,,False,,,3,3,
69,RF,0.0,0.32166666666666666,0.5,0.15492829882812817,,False,,,2,2,
9,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,
62,RF,0.2,0.33,0.5,0.10456258094238748,,False,,,5,7,
11,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,
60,RF,0.2,0.35500000000000004,0.5,0.11206396982676159,,False,,,5,3,
59,RF,0.0,0.3416666666666667,0.5,0.15078498304244728,,False,,,5,2,
47,RF,0.0,0.3166666666666667,0.5,0.1429840705968481,,True,,,2,7,
57,RF,0.0,0.33,0.5,0.13759844960366863,,False,,,9,7,
