,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,max_depth,min_samples_split,n_estimators
76,RF,0.0,0.505,1.0,0.2545202458657377,,False,,,,5,
75,RF,0.0,0.5133333333333334,1.0,0.28085187871505823,,False,,,,3,
74,RF,0.0,0.5133333333333334,1.0,0.28085187871505823,,False,,,,2,
73,RF,0.0,0.49333333333333335,1.0,0.2664791007023085,,False,,,2,10,
72,RF,0.0,0.5133333333333334,1.0,0.2662288071899391,,False,,,2,7,
71,RF,0.0,0.5583333333333333,1.0,0.2634440695437606,,False,,,2,5,
70,RF,0.0,0.48,1.0,0.28045597792800847,,False,,,2,3,
69,RF,0.0,0.5133333333333334,1.0,0.2662288071899391,,False,,,2,2,
68,RF,0.0,0.48999999999999994,1.0,0.24177583741051453,,False,,,3,10,
67,RF,0.0,0.505,1.0,0.26977871590537966,,False,,,3,7,
66,RF,0.0,0.5050000000000001,1.0,0.26977871590537966,,False,,,3,5,
65,RF,0.0,0.475,1.0,0.311737959760366,,False,,,3,3,
64,RF,0.0,0.5633333333333334,1.0,0.2500888730920359,,False,,,3,2,
63,RF,0.0,0.48,1.0,0.26581112759919506,,False,,,5,10,
40,RF,0.25,0.5833333333333334,1.0,0.21705094128132943,,True,,,3,3,
78,RF,0.0,0.5783333333333334,1.0,0.2732571031911969,,False,,,,10,
29,RF,0.25,0.5833333333333334,1.0,0.21705094128132943,,True,,,9,2,
36,RF,0.25,0.6033333333333334,1.0,0.22666666666666668,,True,,,5,5,
35,RF,0.4,0.5983333333333334,1.0,0.17359755502630533,,True,,,5,3,
34,RF,0.25,0.5383333333333333,1.0,0.24256156148720495,,True,,,5,2,
33,RF,0.25,0.6416666666666667,1.0,0.24074537032585555,,True,,,9,10,
32,RF,0.25,0.6233333333333334,1.0,0.25068794235950886,,True,,,9,7,
31,RF,0.25,0.5583333333333333,1.0,0.2385430312915843,,True,,,9,5,
30,RF,0.25,0.5633333333333334,1.0,0.20504741998972933,,True,,,9,3,
24,AB,0.25,0.5666666666666667,1.0,0.22888619200137192,,,,,,,100
51,RF,0.25,0.5700000000000001,0.8,0.1869046102516825,,True,,,,5,
25,AB,0.25,0.5950000000000001,0.8,0.19250541117935707,,,,,,,150
26,AB,0.3333333333333333,0.5583333333333332,0.8,0.1489313786801007,,,,,,,200
27,AB,0.3333333333333333,0.6416666666666666,0.8,0.13421582950192162,,,,,,,250
28,AB,0.0,0.5866666666666667,0.8,0.2987752778706208,,,,,,,300
37,RF,0.25,0.5216666666666667,0.8,0.15847362206023086,,True,,,5,7,
60,RF,0.25,0.55,0.8,0.20453198608856593,,False,,,5,3,
10,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.1,linear,,,
8,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.5,linear,,,
6,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,1,linear,,,
1,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,
5,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,
4,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.1,linear,,,
3,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,
2,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.5,linear,,,
13,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,
12,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,linear,,,
19,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,
14,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,linear,,,
15,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,
16,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,linear,,,
17,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,
18,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,linear,,,
20,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,linear,,,
21,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,
22,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,linear,,,
23,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,
0,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,1,linear,,,
11,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,
9,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,
7,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,
