,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,gamma,kernel,max_depth,min_samples_split,n_estimators
30,RF,0.2,0.5700000000000001,1.0,0.22788886180182943,,True,,,9,3,
24,AB,0.25,0.47666666666666674,1.0,0.21333333333333332,,,,,,,100
25,AB,0.0,0.4966666666666667,1.0,0.2579620988526114,,,,,,,150
37,RF,0.25,0.61,1.0,0.19165942015286735,,True,,,5,7,
26,AB,0.0,0.505,1.0,0.2545202458657377,,,,,,,200
27,AB,0.0,0.51,1.0,0.26637484032009395,,,,,,,250
63,RF,0.2,0.525,1.0,0.22351360883251234,,False,,,5,10,
28,AB,0.0,0.5233333333333333,1.0,0.2655392835553924,,,,,,,300
65,RF,0.2,0.5900000000000001,1.0,0.19035055380358978,,False,,,3,3,
66,RF,0.25,0.5650000000000001,1.0,0.1958528359083251,,False,,,3,5,
67,RF,0.2,0.5650000000000001,1.0,0.2153098542411223,,False,,,3,7,
68,RF,0.2,0.5450000000000002,1.0,0.22035955466766882,,False,,,3,10,
69,RF,0.3333333333333333,0.5366666666666667,1.0,0.187053171287976,,False,,,2,2,
41,RF,0.25,0.5966666666666667,1.0,0.19871811414385174,,True,,,3,5,
71,RF,0.0,0.4833333333333334,1.0,0.25744470819532833,,False,,,2,5,
72,RF,0.2,0.5816666666666667,1.0,0.2095564098014873,,False,,,2,7,
73,RF,0.2,0.5700000000000001,1.0,0.19857828011475306,,False,,,2,10,
74,RF,0.2,0.5450000000000002,1.0,0.22035955466766882,,False,,,,2,
42,RF,0.25,0.5683333333333334,1.0,0.18744628860319187,,True,,,3,7,
33,RF,0.2,0.5700000000000001,1.0,0.22788886180182943,,True,,,9,10,
77,RF,0.2,0.525,1.0,0.22351360883251234,,False,,,,7,
58,RF,0.2,0.5850000000000001,1.0,0.22662377045079213,,False,,,9,10,
40,RF,0.3333333333333333,0.5966666666666667,0.8,0.14996295838935988,,True,,,3,3,
48,RF,0.3333333333333333,0.5466666666666666,0.8,0.13097921802925666,,True,,,2,10,
53,RF,0.25,0.56,0.8,0.16802777548171413,,True,,,,10,
43,RF,0.25,0.56,0.8,0.16802777548171413,,True,,,3,10,
52,RF,0.2,0.515,0.75,0.19457218026566214,,True,,,,7,
51,RF,0.4,0.5650000000000001,0.75,0.1155782563172387,,True,,,,5,
50,RF,0.25,0.5599999999999999,0.75,0.14224392195567911,,True,,,,3,
49,RF,0.2,0.5650000000000001,0.75,0.18400634047046677,,True,,,,2,
39,RF,0.25,0.54,0.75,0.14910846164230027,,True,,,3,2,
57,RF,0.2,0.5900000000000001,0.75,0.1540562667772179,,False,,,9,7,
54,RF,0.4,0.5650000000000001,0.75,0.1155782563172387,,False,,,9,2,
55,RF,0.2,0.52,0.75,0.17729448195962932,,False,,,9,3,
56,RF,0.2,0.545,0.75,0.15348724159790392,,False,,,9,5,
46,RF,0.2,0.5650000000000001,0.75,0.14614490525958587,,True,,,2,5,
59,RF,0.2,0.54,0.75,0.173877351409933,,False,,,5,2,
60,RF,0.2,0.545,0.75,0.18989031921963093,,False,,,5,3,
61,RF,0.2,0.5116666666666667,0.75,0.19480046771561463,,False,,,5,5,
62,RF,0.2,0.52,0.75,0.17729448195962932,,False,,,5,7,
64,RF,0.25,0.4866666666666667,0.75,0.15380362660079103,,False,,,3,2,
70,RF,0.0,0.4983333333333334,0.75,0.21863846362837847,,False,,,2,3,
75,RF,0.2,0.5450000000000002,0.75,0.15348724159790392,,False,,,,3,
76,RF,0.2,0.52,0.75,0.17729448195962932,,False,,,,5,
47,RF,0.4,0.5850000000000001,0.75,0.10177589760514681,,True,,,2,7,
78,RF,0.2,0.5316666666666666,0.75,0.19256312096441405,,False,,,,10,
45,RF,0.4,0.61,0.75,0.1083205120618128,,True,,,2,3,
44,RF,0.25,0.5599999999999999,0.75,0.14224392195567911,,True,,,2,2,
38,RF,0.2,0.545,0.75,0.15348724159790392,,True,,,5,10,
36,RF,0.0,0.49000000000000005,0.75,0.2207562758639793,,True,,,5,5,
35,RF,0.4,0.5650000000000001,0.75,0.1155782563172387,,True,,,5,3,
34,RF,0.2,0.5650000000000001,0.75,0.14614490525958587,,True,,,5,2,
32,RF,0.25,0.54,0.75,0.14910846164230027,,True,,,9,7,
31,RF,0.4,0.5650000000000001,0.75,0.1155782563172387,,True,,,9,5,
6,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,1,linear,,,
12,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,linear,,,
10,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.1,linear,,,
8,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.5,,0.5,linear,,,
3,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.5,rbf,,,
5,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,0.1,rbf,,,
4,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.1,linear,,,
14,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,linear,,,
2,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,0.5,linear,,,
13,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,1,rbf,,,
17,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,rbf,,,
15,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.5,rbf,,,
16,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,1,,0.1,linear,,,
18,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,linear,,,
19,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,1,rbf,,,
20,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,linear,,,
21,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.5,rbf,,,
22,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,linear,,,
23,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,5,,0.1,rbf,,,
29,RF,0.4,0.56,0.6666666666666666,0.08793937305515279,,True,,,9,2,
1,SVM,0.4,0.52,0.6666666666666666,0.10456258094238745,0.1,,1,rbf,,,
0,SVM,0.5,0.5800000000000001,0.6666666666666666,0.07023769168568492,0.1,,1,linear,,,
11,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.1,rbf,,,
9,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,0.5,rbf,,,
7,SVM,0.3333333333333333,0.42000000000000004,0.5,0.07023769168568493,0.5,,1,rbf,,,
